scaled_var,p1,p3
0.0,0.0,0.0
0.0,0.0,0.05
0.0,0.0,0.1
0.0,0.0,0.15000000000000002
0.0,0.0,0.2
0.0,0.0,0.25
0.0,0.0,0.30000000000000004
0.0,0.0,0.35000000000000003
0.0,0.0,0.4
0.0,0.0,0.45
0.0,0.0,0.5
0.0,0.0,0.55
0.0,0.0,0.6000000000000001
0.0,0.0,0.65
0.0,0.0,0.7000000000000001
0.0,0.0,0.75
0.0,0.0,0.8
0.0,0.0,0.8500000000000001
0.0,0.0,0.9
0.0,0.0,0.9500000000000001
0.0,0.0,1.0
0.0,0.05,0.0
0.0,0.05,0.05
0.0,0.05,0.1
0.0,0.05,0.15000000000000002
0.0,0.05,0.2
0.0,0.05,0.25
0.0,0.05,0.30000000000000004
0.0,0.05,0.35000000000000003
0.0,0.05,0.4
0.0,0.05,0.45
0.0,0.05,0.5
0.0,0.05,0.55
0.0,0.05,0.6000000000000001
0.0,0.05,0.65
0.0,0.05,0.7000000000000001
0.0,0.05,0.75
0.0,0.05,0.8
0.0,0.05,0.8500000000000001
0.0,0.05,0.9
0.0,0.05,0.9500000000000001
0.0,0.05,1.0
0.0,0.1,0.0
0.0,0.1,0.05
0.0,0.1,0.1
0.0,0.1,0.15000000000000002
0.0,0.1,0.2
0.0,0.1,0.25
0.0,0.1,0.30000000000000004
0.0,0.1,0.35000000000000003
0.0,0.1,0.4
0.0,0.1,0.45
0.0,0.1,0.5
0.0,0.1,0.55
0.0,0.1,0.6000000000000001
0.0,0.1,0.65
0.0,0.1,0.7000000000000001
0.0,0.1,0.75
0.0,0.1,0.8
0.0,0.1,0.8500000000000001
0.0,0.1,0.9
0.0,0.1,0.9500000000000001
0.0,0.1,1.0
0.0,0.15000000000000002,0.0
0.0,0.15000000000000002,0.05
0.0,0.15000000000000002,0.1
0.0,0.15000000000000002,0.15000000000000002
0.0,0.15000000000000002,0.2
0.0,0.15000000000000002,0.25
0.0,0.15000000000000002,0.30000000000000004
0.0,0.15000000000000002,0.35000000000000003
0.0,0.15000000000000002,0.4
0.0,0.15000000000000002,0.45
0.0,0.15000000000000002,0.5
0.0,0.15000000000000002,0.55
0.0,0.15000000000000002,0.6000000000000001
0.0,0.15000000000000002,0.65
0.0,0.15000000000000002,0.7000000000000001
0.0,0.15000000000000002,0.75
0.0,0.15000000000000002,0.8
0.0,0.15000000000000002,0.8500000000000001
0.0,0.15000000000000002,0.9
0.0,0.15000000000000002,0.9500000000000001
0.0,0.15000000000000002,1.0
0.0,0.2,0.0
0.0,0.2,0.05
0.0,0.2,0.1
0.0,0.2,0.15000000000000002
0.0,0.2,0.2
0.0,0.2,0.25
0.0,0.2,0.30000000000000004
0.0,0.2,0.35000000000000003
0.0,0.2,0.4
0.0,0.2,0.45
0.0,0.2,0.5
0.0,0.2,0.55
0.0,0.2,0.6000000000000001
0.0,0.2,0.65
0.0,0.2,0.7000000000000001
0.0,0.2,0.75
0.0,0.2,0.8
0.0,0.2,0.8500000000000001
0.0,0.2,0.9
0.0,0.2,0.9500000000000001
0.0,0.2,1.0
0.0,0.25,0.0
0.0,0.25,0.05
0.0,0.25,0.1
0.0,0.25,0.15000000000000002
0.0,0.25,0.2
0.0,0.25,0.25
0.0,0.25,0.30000000000000004
0.0,0.25,0.35000000000000003
0.0,0.25,0.4
0.0,0.25,0.45
0.0,0.25,0.5
0.0,0.25,0.55
0.0,0.25,0.6000000000000001
0.0,0.25,0.65
0.0,0.25,0.7000000000000001
0.11472222222222221,0.25,0.75
0.0,0.25,0.8
0.0,0.25,0.8500000000000001
0.0,0.25,0.9
0.0,0.25,0.9500000000000001
0.0,0.25,1.0
0.0,0.30000000000000004,0.0
0.0,0.30000000000000004,0.05
0.0,0.30000000000000004,0.1
0.0,0.30000000000000004,0.15000000000000002
0.0,0.30000000000000004,0.2
0.0,0.30000000000000004,0.25
0.0,0.30000000000000004,0.30000000000000004
0.0,0.30000000000000004,0.35000000000000003
0.10794378698224855,0.30000000000000004,0.4
0.0,0.30000000000000004,0.45
0.0,0.30000000000000004,0.5
0.0,0.30000000000000004,0.55
0.0,0.30000000000000004,0.6000000000000001
0.0,0.30000000000000004,0.65
0.19994193642038038,0.30000000000000004,0.7000000000000001
0.0225,0.30000000000000004,0.75
0.32791232638888895,0.30000000000000004,0.8
0.3543253191322735,0.30000000000000004,0.8500000000000001
0.0,0.30000000000000004,0.9
0.47092044707429326,0.30000000000000004,0.9500000000000001
0.4557203636363637,0.30000000000000004,1.0
0.0,0.35000000000000003,0.0
0.0,0.35000000000000003,0.05
0.0,0.35000000000000003,0.1
0.0,0.35000000000000003,0.15000000000000002
0.0,0.35000000000000003,0.2
0.0,0.35000000000000003,0.25
0.0,0.35000000000000003,0.30000000000000004
0.2975770833333333,0.35000000000000003,0.35000000000000003
0.281696917252569,0.35000000000000003,0.4
0.27911314162859446,0.35000000000000003,0.45
0.0,0.35000000000000003,0.5
0.41595246772178257,0.35000000000000003,0.55
0.0,0.35000000000000003,0.6000000000000001
0.38490028490028494,0.35000000000000003,0.65
0.4271065549216378,0.35000000000000003,0.7000000000000001
0.5313384691358024,0.35000000000000003,0.75
0.37990747152970145,0.35000000000000003,0.8
0.45376972396053283,0.35000000000000003,0.8500000000000001
0.5844172839506173,0.35000000000000003,0.9
0.455830193106024,0.35000000000000003,0.9500000000000001
0.6416137314444343,0.35000000000000003,1.0
0.0,0.4,0.0
0.0,0.4,0.05
0.0,0.4,0.1
0.0,0.4,0.15000000000000002
0.0,0.4,0.2
0.0,0.4,0.25
0.2731826293872695,0.4,0.30000000000000004
0.3882720389399675,0.4,0.35000000000000003
0.0,0.4,0.4
0.3718756965439108,0.4,0.45
0.4048567708333334,0.4,0.5
0.3481632653061225,0.4,0.55
0.4708554444444445,0.4,0.6000000000000001
0.6711827654320988,0.4,0.65
0.3832973333333334,0.4,0.7000000000000001
0.4656426666666666,0.4,0.75
0.49176543209876544,0.4,0.8
0.43863332098765434,0.4,0.8500000000000001
0.43611272839506177,0.4,0.9
0.5229305061728395,0.4,0.9500000000000001
0.41780833333333334,0.4,1.0
0.0,0.45,0.0
0.0,0.45,0.05
0.0,0.45,0.1
0.0,0.45,0.15000000000000002
0.0,0.45,0.2
0.37104709141274234,0.45,0.25
0.3861312484741211,0.45,0.30000000000000004
0.46132291358024696,0.45,0.35000000000000003
0.47533775000000006,0.45,0.4
0.4081955061728395,0.45,0.45
0.0,0.45,0.5
0.40830709876543203,0.45,0.55
0.5190848888888889,0.45,0.6000000000000001
0.4456098765432099,0.45,0.65
0.42485011111111104,0.45,0.7000000000000001
0.39168711111111115,0.45,0.75
0.4027417777777778,0.45,0.8
0.3794283950617284,0.45,0.8500000000000001
0.4133885802469136,0.45,0.9
0.4142614691358025,0.45,0.9500000000000001
0.3858727283950617,0.45,1.0
0.0,0.5,0.0
0.0,0.5,0.05
0.0,0.5,0.1
0.0,0.5,0.15000000000000002
0.0,0.5,0.2
0.29394802420790317,0.5,0.25
0.4457976666666666,0.5,0.30000000000000004
0.0,0.5,0.35000000000000003
0.371130593132154,0.5,0.4
0.5188995555555556,0.5,0.45
0.41769850617283955,0.5,0.5
0.3638426666666667,0.5,0.55
0.37878858024691353,0.5,0.6000000000000001
0.408094024691358,0.5,0.65
0.43202532098765434,0.5,0.7000000000000001
0.4495577654320988,0.5,0.75
0.4251118395061729,0.5,0.8
0.34462839506172843,0.5,0.8500000000000001
0.39428655555555553,0.5,0.9
0.3661525432098766,0.5,0.9500000000000001
0.39145277777777776,0.5,1.0
0.0,0.55,0.0
0.0,0.55,0.05
0.0,0.55,0.1
0.0,0.55,0.15000000000000002
0.3973715521903732,0.55,0.2
0.646644,0.55,0.25
0.4497626666666667,0.55,0.30000000000000004
0.5229351963360128,0.55,0.35000000000000003
0.47408024691358014,0.55,0.4
0.3948747654320987,0.55,0.45
0.4267405432098766,0.55,0.5
0.38639506172839505,0.55,0.55
0.4046519876543209,0.55,0.6000000000000001
0.4102802469135802,0.55,0.65
0.3658555555555556,0.55,0.7000000000000001
0.4090771728395061,0.55,0.75
0.3759207283950618,0.55,0.8
0.3583955061728395,0.55,0.8500000000000001
0.34417346913580255,0.55,0.9
0.38181791358024697,0.55,0.9500000000000001
0.3791128888888888,0.55,1.0
0.0,0.6000000000000001,0.0
0.0,0.6000000000000001,0.05
0.0,0.6000000000000001,0.1
0.3049997732426304,0.6000000000000001,0.15000000000000002
0.31955555555555554,0.6000000000000001,0.2
0.5147189173111243,0.6000000000000001,0.25
0.49404844290657446,0.6000000000000001,0.30000000000000004
0.4856804444444444,0.6000000000000001,0.35000000000000003
0.3892377654320988,0.6000000000000001,0.4
0.35738395061728395,0.6000000000000001,0.45
0.3690798024691358,0.6000000000000001,0.5
0.38310217283950615,0.6000000000000001,0.55
0.38506788888888893,0.6000000000000001,0.6000000000000001
0.42225850617283944,0.6000000000000001,0.65
0.4126626666666667,0.6000000000000001,0.7000000000000001
0.34691480246913575,0.6000000000000001,0.75
0.3707663580246913,0.6000000000000001,0.8
0.3654445802469137,0.6000000000000001,0.8500000000000001
0.36341080246913576,0.6000000000000001,0.9
0.3705555555555556,0.6000000000000001,0.9500000000000001
0.3333617283950617,0.6000000000000001,1.0
0.0,0.65,0.0
0.0,0.65,0.05
0.0,0.65,0.1
0.0,0.65,0.15000000000000002
0.0,0.65,0.2
0.44118611111111117,0.65,0.25
0.4659078888888889,0.65,0.30000000000000004
0.38397939506172835,0.65,0.35000000000000003
0.37794350617283956,0.65,0.4
0.37325955555555557,0.65,0.45
0.3465243950617284,0.65,0.5
0.32401544444444447,0.65,0.55
0.3558829135802468,0.65,0.6000000000000001
0.3646303209876543,0.65,0.65
0.4250110000000001,0.65,0.7000000000000001
0.3478118024691358,0.65,0.75
0.3815441358024691,0.65,0.8
0.33197165432098763,0.65,0.8500000000000001
0.32814166666666666,0.65,0.9
0.304659950617284,0.65,0.9500000000000001
0.3317294320987655,0.65,1.0
0.0,0.7000000000000001,0.0
0.0,0.7000000000000001,0.05
0.0,0.7000000000000001,0.1
0.0,0.7000000000000001,0.15000000000000002
0.5219186451337571,0.7000000000000001,0.2
0.41999129155512727,0.7000000000000001,0.25
0.39838443209876545,0.7000000000000001,0.30000000000000004
0.49129313580246914,0.7000000000000001,0.35000000000000003
0.34787924691358024,0.7000000000000001,0.4
0.3538243333333333,0.7000000000000001,0.45
0.36268754320987656,0.7000000000000001,0.5
0.3568829135802469,0.7000000000000001,0.55
0.3250864691358025,0.7000000000000001,0.6000000000000001
0.34661406172839504,0.7000000000000001,0.65
0.3477219135802469,0.7000000000000001,0.7000000000000001
0.33059698765432094,0.7000000000000001,0.75
0.3085915555555556,0.7000000000000001,0.8
0.34322869135802464,0.7000000000000001,0.8500000000000001
0.319056,0.7000000000000001,0.9
0.33529920987654316,0.7000000000000001,0.9500000000000001
0.3377567777777778,0.7000000000000001,1.0
0.0,0.75,0.0
0.0,0.75,0.05
0.0,0.75,0.1
0.0,0.75,0.15000000000000002
0.7932015306122449,0.75,0.2
0.37415733333333334,0.75,0.25
0.5011195226805151,0.75,0.30000000000000004
0.38812661728395065,0.75,0.35000000000000003
0.40240943209876556,0.75,0.4
0.39126424691358025,0.75,0.45
0.3347183209876543,0.75,0.5
0.3871923950617284,0.75,0.55
0.3829884444444444,0.75,0.6000000000000001
0.33765791358024694,0.75,0.65
0.35273387654320987,0.75,0.7000000000000001
0.3368333333333333,0.75,0.75
0.3690817777777778,0.75,0.8
0.3291316543209877,0.75,0.8500000000000001
0.3528862222222222,0.75,0.9
0.33220735802469137,0.75,0.9500000000000001
0.3196105061728395,0.75,1.0
0.0,0.8,0.0
0.0,0.8,0.05
0.0,0.8,0.1
0.4720885719647213,0.8,0.15000000000000002
0.4607029173758548,0.8,0.2
0.4625130064409395,0.8,0.25
0.4155473950617284,0.8,0.30000000000000004
0.41795154320987654,0.8,0.35000000000000003
0.3300135802469136,0.8,0.4
0.43115995061728396,0.8,0.45
0.34946217283950615,0.8,0.5
0.3360179135802469,0.8,0.55
0.3325533209876543,0.8,0.6000000000000001
0.3572875432098765,0.8,0.65
0.3395885802469136,0.8,0.7000000000000001
0.3086458765432099,0.8,0.75
0.34967254320987656,0.8,0.8
0.32147006172839504,0.8,0.8500000000000001
0.3074422098765432,0.8,0.9
0.3494527777777778,0.8,0.9500000000000001
0.31053258024691355,0.8,1.0
0.0,0.8500000000000001,0.0
0.0,0.8500000000000001,0.05
0.0,0.8500000000000001,0.1
0.0,0.8500000000000001,0.15000000000000002
0.5055093145959977,0.8500000000000001,0.2
0.48525955555555556,0.8500000000000001,0.25
0.4356777777777778,0.8500000000000001,0.30000000000000004
0.38584043209876545,0.8500000000000001,0.35000000000000003
0.36483698765432104,0.8500000000000001,0.4
0.36448888888888886,0.8500000000000001,0.45
0.3652367777777778,0.8500000000000001,0.5
0.3804537777777777,0.8500000000000001,0.55
0.3575577654320988,0.8500000000000001,0.6000000000000001
0.32230433333333336,0.8500000000000001,0.65
0.326396,0.8500000000000001,0.7000000000000001
0.3205878888888889,0.8500000000000001,0.75
0.314566061728395,0.8500000000000001,0.8
0.32259598765432096,0.8500000000000001,0.8500000000000001
0.34448161728395066,0.8500000000000001,0.9
0.3344546172839506,0.8500000000000001,0.9500000000000001
0.3159923950617284,0.8500000000000001,1.0
0.0,0.9,0.0
0.0,0.9,0.05
0.0,0.9,0.1
0.4604958677685951,0.9,0.15000000000000002
0.4632315982999313,0.9,0.2
0.41433209876543203,0.9,0.25
0.46017998765432094,0.9,0.30000000000000004
0.3519204444444444,0.9,0.35000000000000003
0.3641128888888888,0.9,0.4
0.401571987654321,0.9,0.45
0.34454166666666663,0.9,0.5
0.3442395555555556,0.9,0.55
0.3672534691358025,0.9,0.6000000000000001
0.3713861111111111,0.9,0.65
0.33509702469135805,0.9,0.7000000000000001
0.34977939506172845,0.9,0.75
0.31487322222222225,0.9,0.8
0.30646976543209875,0.9,0.8500000000000001
0.2929555555555556,0.9,0.9
0.2862222222222222,0.9,0.9500000000000001
0.28602561728395065,0.9,1.0
0.0,0.9500000000000001,0.0
0.0,0.9500000000000001,0.05
0.0,0.9500000000000001,0.1
0.0,0.9500000000000001,0.15000000000000002
0.48501507363947227,0.9500000000000001,0.2
0.4005418685121107,0.9500000000000001,0.25
0.3802353580246914,0.9500000000000001,0.30000000000000004
0.4440848888888889,0.9500000000000001,0.35000000000000003
0.411779,0.9500000000000001,0.4
0.3518866172839506,0.9500000000000001,0.45
0.35855832098765433,0.9500000000000001,0.5
0.34835924691358017,0.9500000000000001,0.55
0.3616753580246914,0.9500000000000001,0.6000000000000001
0.3245656666666667,0.9500000000000001,0.65
0.31824365432098767,0.9500000000000001,0.7000000000000001
0.3637802469135803,0.9500000000000001,0.75
0.3337725802469136,0.9500000000000001,0.8
0.29905683950617284,0.9500000000000001,0.8500000000000001
0.2851751111111111,0.9500000000000001,0.9
0.2791071111111111,0.9500000000000001,0.9500000000000001
0.3187044320987654,0.9500000000000001,1.0
0.0,1.0,0.0
0.0,1.0,0.05
0.2505917159763314,1.0,0.1
0.3898182397959183,1.0,0.15000000000000002
0.5429740617283951,1.0,0.2
0.471422024691358,1.0,0.25
0.41136388888888886,1.0,0.30000000000000004
0.42381832098765426,1.0,0.35000000000000003
0.3834436543209876,1.0,0.4
0.3094444444444444,1.0,0.45
0.3570371728395061,1.0,0.5
0.33177654320987654,1.0,0.55
0.3715347654320988,1.0,0.6000000000000001
0.3328845802469136,1.0,0.65
0.327979061728395,1.0,0.7000000000000001
0.34157758024691354,1.0,0.75
0.32380606172839516,1.0,0.8
0.31516122222222226,1.0,0.8500000000000001
0.298371,1.0,0.9
0.3161436543209876,1.0,0.9500000000000001
0.2935310987654321,1.0,1.0
