avg_inf_frac,p1,p3
0.0,0.0,0.0
0.0,0.0,0.05
0.0,0.0,0.1
0.0,0.0,0.15000000000000002
0.0,0.0,0.2
0.0,0.0,0.25
0.0,0.0,0.30000000000000004
0.0,0.0,0.35000000000000003
0.0,0.0,0.4
0.0,0.0,0.45
0.0,0.0,0.5
0.0,0.0,0.55
0.0,0.0,0.6000000000000001
0.0,0.0,0.65
0.0,0.0,0.7000000000000001
0.0,0.0,0.75
0.0,0.0,0.8
0.0,0.0,0.8500000000000001
0.0,0.0,0.9
0.0,0.0,0.9500000000000001
0.0,0.0,1.0
0.0,0.05,0.0
0.0,0.05,0.05
0.0,0.05,0.1
0.0,0.05,0.15000000000000002
0.0,0.05,0.2
0.0,0.05,0.25
0.0,0.05,0.30000000000000004
0.0,0.05,0.35000000000000003
0.0,0.05,0.4
0.0,0.05,0.45
0.0,0.05,0.5
0.0,0.05,0.55
0.0,0.05,0.6000000000000001
0.0,0.05,0.65
0.0,0.05,0.7000000000000001
0.0,0.05,0.75
0.0,0.05,0.8
0.0,0.05,0.8500000000000001
0.0,0.05,0.9
0.0,0.05,0.9500000000000001
0.0,0.05,1.0
0.0,0.1,0.0
0.0,0.1,0.05
0.0,0.1,0.1
0.0,0.1,0.15000000000000002
0.0,0.1,0.2
0.0,0.1,0.25
0.0,0.1,0.30000000000000004
0.0,0.1,0.35000000000000003
0.0,0.1,0.4
0.0,0.1,0.45
0.0,0.1,0.5
0.0,0.1,0.55
0.0,0.1,0.6000000000000001
0.0,0.1,0.65
0.0,0.1,0.7000000000000001
0.0,0.1,0.75
0.0,0.1,0.8
0.0,0.1,0.8500000000000001
0.0,0.1,0.9
0.0,0.1,0.9500000000000001
0.0,0.1,1.0
0.0,0.15000000000000002,0.0
0.0,0.15000000000000002,0.05
0.0,0.15000000000000002,0.1
0.0,0.15000000000000002,0.15000000000000002
0.0,0.15000000000000002,0.2
0.0,0.15000000000000002,0.25
0.0,0.15000000000000002,0.30000000000000004
0.0,0.15000000000000002,0.35000000000000003
0.0,0.15000000000000002,0.4
0.0,0.15000000000000002,0.45
0.0,0.15000000000000002,0.5
0.0,0.15000000000000002,0.55
0.0,0.15000000000000002,0.6000000000000001
0.0,0.15000000000000002,0.65
0.0,0.15000000000000002,0.7000000000000001
0.0,0.15000000000000002,0.75
0.0,0.15000000000000002,0.8
0.0,0.15000000000000002,0.8500000000000001
0.0,0.15000000000000002,0.9
0.0,0.15000000000000002,0.9500000000000001
0.0,0.15000000000000002,1.0
0.0,0.2,0.0
0.0,0.2,0.05
0.0,0.2,0.1
0.0,0.2,0.15000000000000002
0.0,0.2,0.2
0.0,0.2,0.25
0.0,0.2,0.30000000000000004
0.0,0.2,0.35000000000000003
0.0,0.2,0.4
0.0,0.2,0.45
0.0,0.2,0.5
0.0,0.2,0.55
0.0,0.2,0.6000000000000001
0.0,0.2,0.65
0.0,0.2,0.7000000000000001
0.0,0.2,0.75
0.0,0.2,0.8
0.0,0.2,0.8500000000000001
0.0,0.2,0.9
0.0,0.2,0.9500000000000001
0.0,0.2,1.0
0.0,0.25,0.0
0.0,0.25,0.05
0.0,0.25,0.1
0.0,0.25,0.15000000000000002
0.0,0.25,0.2
0.0,0.25,0.25
0.0,0.25,0.30000000000000004
0.000496,0.25,0.35000000000000003
0.0,0.25,0.4
0.0,0.25,0.45
0.0,0.25,0.5
0.0003262222222222222,0.25,0.55
0.0010164444444444446,0.25,0.6000000000000001
0.0008591111111111112,0.25,0.65
0.0007831111111111112,0.25,0.7000000000000001
0.01311288888888889,0.25,0.75
0.001496888888888889,0.25,0.8
0.016026222222222223,0.25,0.8500000000000001
0.006728444444444445,0.25,0.9
0.02855777777777778,0.25,0.9500000000000001
0.035083555555555555,0.25,1.0
0.0,0.30000000000000004,0.0
0.0,0.30000000000000004,0.05
0.0,0.30000000000000004,0.1
0.0,0.30000000000000004,0.15000000000000002
0.00039555555555555557,0.30000000000000004,0.2
0.03401022222222222,0.30000000000000004,0.25
0.050201333333333334,0.30000000000000004,0.30000000000000004
0.07607866666666667,0.30000000000000004,0.35000000000000003
0.089024,0.30000000000000004,0.4
0.10520266666666667,0.30000000000000004,0.45
0.11443422222222223,0.30000000000000004,0.5
0.12558,0.30000000000000004,0.55
0.1358257777777778,0.30000000000000004,0.6000000000000001
0.14592444444444444,0.30000000000000004,0.65
0.150264,0.30000000000000004,0.7000000000000001
0.15576133333333333,0.30000000000000004,0.75
0.16239466666666666,0.30000000000000004,0.8
0.16966444444444445,0.30000000000000004,0.8500000000000001
0.1751497777777778,0.30000000000000004,0.9
0.1774648888888889,0.30000000000000004,0.9500000000000001
0.18424044444444443,0.30000000000000004,1.0
0.0,0.35000000000000003,0.0
0.0,0.35000000000000003,0.05
0.000904,0.35000000000000003,0.1
0.054432888888888885,0.35000000000000003,0.15000000000000002
0.07794488888888888,0.35000000000000003,0.2
0.10683777777777777,0.35000000000000003,0.25
0.12404666666666667,0.35000000000000003,0.30000000000000004
0.143708,0.35000000000000003,0.35000000000000003
0.15863422222222223,0.35000000000000003,0.4
0.17252666666666666,0.35000000000000003,0.45
0.18392266666666668,0.35000000000000003,0.5
0.19414844444444446,0.35000000000000003,0.55
0.20118666666666665,0.35000000000000003,0.6000000000000001
0.21167199999999997,0.35000000000000003,0.65
0.21810711111111108,0.35000000000000003,0.7000000000000001
0.22646044444444446,0.35000000000000003,0.75
0.23171599999999998,0.35000000000000003,0.8
0.2393048888888889,0.35000000000000003,0.8500000000000001
0.24186711111111112,0.35000000000000003,0.9
0.24594666666666667,0.35000000000000003,0.9500000000000001
0.25061866666666666,0.35000000000000003,1.0
0.0,0.4,0.0
0.0,0.4,0.05
0.05055777777777778,0.4,0.1
0.08218133333333334,0.4,0.15000000000000002
0.1126191111111111,0.4,0.2
0.13958444444444446,0.4,0.25
0.16226355555555555,0.4,0.30000000000000004
0.18050444444444444,0.4,0.35000000000000003
0.19760577777777777,0.4,0.4
0.21354044444444445,0.4,0.45
0.22571555555555556,0.4,0.5
0.2375306666666667,0.4,0.55
0.24686533333333333,0.4,0.6000000000000001
0.25398977777777776,0.4,0.65
0.2634884444444444,0.4,0.7000000000000001
0.2688986666666667,0.4,0.75
0.27649066666666666,0.4,0.8
0.2820991111111111,0.4,0.8500000000000001
0.28698533333333337,0.4,0.9
0.292544,0.4,0.9500000000000001
0.2971151111111111,0.4,1.0
0.0,0.45,0.0
0.0,0.45,0.05
0.0646391111111111,0.45,0.1
0.10130311111111112,0.45,0.15000000000000002
0.13505599999999998,0.45,0.2
0.1629088888888889,0.45,0.25
0.1879591111111111,0.45,0.30000000000000004
0.20853511111111112,0.45,0.35000000000000003
0.227712,0.45,0.4
0.24241955555555555,0.45,0.45
0.25468888888888885,0.45,0.5
0.2667991111111111,0.45,0.55
0.2769928888888889,0.45,0.6000000000000001
0.287112,0.45,0.65
0.29547199999999996,0.45,0.7000000000000001
0.3025968888888889,0.45,0.75
0.30988000000000004,0.45,0.8
0.31466266666666665,0.45,0.8500000000000001
0.3209142222222222,0.45,0.9
0.32668400000000003,0.45,0.9500000000000001
0.330844,0.45,1.0
0.0,0.5,0.0
0.0,0.5,0.05
0.07611422222222222,0.5,0.1
0.11562533333333333,0.5,0.15000000000000002
0.15109066666666668,0.5,0.2
0.18183555555555556,0.5,0.25
0.20745999999999998,0.5,0.30000000000000004
0.22852399999999998,0.5,0.35000000000000003
0.24748044444444445,0.5,0.4
0.2640911111111111,0.5,0.45
0.27808444444444447,0.5,0.5
0.2910413333333333,0.5,0.55
0.30150844444444447,0.5,0.6000000000000001
0.31105333333333335,0.5,0.65
0.3201768888888889,0.5,0.7000000000000001
0.32878844444444444,0.5,0.75
0.33560755555555555,0.5,0.8
0.3420364444444444,0.5,0.8500000000000001
0.34812044444444445,0.5,0.9
0.35294000000000003,0.5,0.9500000000000001
0.35930222222222225,0.5,1.0
0.0,0.55,0.0
0.0,0.55,0.05
0.08293333333333333,0.55,0.1
0.12492666666666667,0.55,0.15000000000000002
0.16313955555555557,0.55,0.2
0.19461777777777778,0.55,0.25
0.22267511111111113,0.55,0.30000000000000004
0.24599333333333334,0.55,0.35000000000000003
0.265452,0.55,0.4
0.28164222222222224,0.55,0.45
0.29688355555555557,0.55,0.5
0.30988844444444447,0.55,0.55
0.3218208888888889,0.55,0.6000000000000001
0.3323115555555556,0.55,0.65
0.3405808888888889,0.55,0.7000000000000001
0.34900844444444445,0.55,0.75
0.35654977777777774,0.55,0.8
0.36363733333333337,0.55,0.8500000000000001
0.37022933333333335,0.55,0.9
0.3766524444444444,0.55,0.9500000000000001
0.3808417777777778,0.55,1.0
0.0,0.6000000000000001,0.0
0.04110177777777778,0.6000000000000001,0.05
0.09040044444444444,0.6000000000000001,0.1
0.13515822222222224,0.6000000000000001,0.15000000000000002
0.17389244444444443,0.6000000000000001,0.2
0.20712044444444447,0.6000000000000001,0.25
0.23465422222222224,0.6000000000000001,0.30000000000000004
0.25940577777777774,0.6000000000000001,0.35000000000000003
0.27853555555555554,0.6000000000000001,0.4
0.29741955555555555,0.6000000000000001,0.45
0.3128888888888889,0.6000000000000001,0.5
0.326108,0.6000000000000001,0.55
0.33851644444444445,0.6000000000000001,0.6000000000000001
0.34806044444444445,0.6000000000000001,0.65
0.35772800000000005,0.6000000000000001,0.7000000000000001
0.36691155555555555,0.6000000000000001,0.75
0.37445111111111107,0.6000000000000001,0.8
0.38174222222222226,0.6000000000000001,0.8500000000000001
0.38783733333333337,0.6000000000000001,0.9
0.3935848888888889,0.6000000000000001,0.9500000000000001
0.3993768888888889,0.6000000000000001,1.0
0.0,0.65,0.0
0.04496755555555555,0.65,0.05
0.09569466666666668,0.65,0.1
0.1416906666666667,0.65,0.15000000000000002
0.18224,0.65,0.2
0.21649422222222225,0.65,0.25
0.2461866666666667,0.65,0.30000000000000004
0.27097244444444446,0.65,0.35000000000000003
0.2909071111111111,0.65,0.4
0.309108,0.65,0.45
0.32589111111111113,0.65,0.5
0.3393542222222222,0.65,0.55
0.3515168888888889,0.65,0.6000000000000001
0.36287111111111114,0.65,0.65
0.3730942222222222,0.65,0.7000000000000001
0.38161866666666666,0.65,0.75
0.3899053333333333,0.65,0.8
0.39651511111111115,0.65,0.8500000000000001
0.40492355555555554,0.65,0.9
0.410292,0.65,0.9500000000000001
0.4162133333333333,0.65,1.0
0.0,0.7000000000000001,0.0
0.0,0.7000000000000001,0.05
0.10048133333333334,0.7000000000000001,0.1
0.148004,0.7000000000000001,0.15000000000000002
0.18911288888888889,0.7000000000000001,0.2
0.2253088888888889,0.7000000000000001,0.25
0.25475866666666663,0.7000000000000001,0.30000000000000004
0.27938844444444444,0.7000000000000001,0.35000000000000003
0.301896,0.7000000000000001,0.4
0.3206008888888889,0.7000000000000001,0.45
0.33637733333333336,0.7000000000000001,0.5
0.350932,0.7000000000000001,0.55
0.3639422222222222,0.7000000000000001,0.6000000000000001
0.3749408888888889,0.7000000000000001,0.65
0.38635377777777774,0.7000000000000001,0.7000000000000001
0.3943857777777778,0.7000000000000001,0.75
0.4026622222222222,0.7000000000000001,0.8
0.41047111111111106,0.7000000000000001,0.8500000000000001
0.4179982222222222,0.7000000000000001,0.9
0.4241817777777777,0.7000000000000001,0.9500000000000001
0.4305515555555556,0.7000000000000001,1.0
0.0,0.75,0.0
0.049548888888888885,0.75,0.05
0.1024671111111111,0.75,0.1
0.15271466666666667,0.75,0.15000000000000002
0.19697688888888887,0.75,0.2
0.23243955555555554,0.75,0.25
0.26255822222222225,0.75,0.30000000000000004
0.2871431111111111,0.75,0.35000000000000003
0.3109231111111111,0.75,0.4
0.3294808888888889,0.75,0.45
0.34676355555555555,0.75,0.5
0.3611568888888889,0.75,0.55
0.3740466666666667,0.75,0.6000000000000001
0.38634088888888884,0.75,0.65
0.3968244444444445,0.75,0.7000000000000001
0.406344,0.75,0.75
0.4150413333333333,0.75,0.8
0.4227684444444444,0.75,0.8500000000000001
0.43019155555555555,0.75,0.9
0.4368271111111111,0.75,0.9500000000000001
0.4430906666666667,0.75,1.0
0.0,0.8,0.0
0.05207644444444444,0.8,0.05
0.1080951111111111,0.8,0.1
0.15855111111111111,0.8,0.15000000000000002
0.20163599999999998,0.8,0.2
0.23858133333333334,0.8,0.25
0.2693635555555556,0.8,0.30000000000000004
0.29577466666666663,0.8,0.35000000000000003
0.3183231111111111,0.8,0.4
0.3375608888888889,0.8,0.45
0.3546137777777778,0.8,0.5
0.37061866666666665,0.8,0.55
0.3842928888888889,0.8,0.6000000000000001
0.39545377777777774,0.8,0.65
0.4063568888888889,0.8,0.7000000000000001
0.41684666666666664,0.8,0.75
0.4249924444444445,0.8,0.8
0.43304799999999993,0.8,0.8500000000000001
0.4409684444444444,0.8,0.9
0.4479888888888889,0.8,0.9500000000000001
0.45407777777777775,0.8,1.0
0.0,0.8500000000000001,0.0
0.052736888888888896,0.8500000000000001,0.05
0.10914177777777777,0.8500000000000001,0.1
0.1623448888888889,0.8500000000000001,0.15000000000000002
0.20609066666666667,0.8500000000000001,0.2
0.24314577777777777,0.8500000000000001,0.25
0.2752431111111111,0.8500000000000001,0.30000000000000004
0.3016493333333333,0.8500000000000001,0.35000000000000003
0.3255186666666666,0.8500000000000001,0.4
0.345568,0.8500000000000001,0.45
0.36245822222222224,0.8500000000000001,0.5
0.3784102222222222,0.8500000000000001,0.55
0.39221022222222224,0.8500000000000001,0.6000000000000001
0.4040528888888889,0.8500000000000001,0.65
0.4153217777777778,0.8500000000000001,0.7000000000000001
0.4256026666666667,0.8500000000000001,0.75
0.43388711111111117,0.8500000000000001,0.8
0.4432604444444444,0.8500000000000001,0.8500000000000001
0.45040711111111115,0.8500000000000001,0.9
0.45757155555555556,0.8500000000000001,0.9500000000000001
0.46448755555555554,0.8500000000000001,1.0
0.0,0.9,0.0
0.053797333333333336,0.9,0.05
0.11331955555555555,0.9,0.1
0.16547377777777778,0.9,0.15000000000000002
0.21027422222222222,0.9,0.2
0.2476048888888889,0.9,0.25
0.2806311111111111,0.9,0.30000000000000004
0.3078568888888889,0.9,0.35000000000000003
0.331084,0.9,0.4
0.3514857777777778,0.9,0.45
0.36951955555555555,0.9,0.5
0.3859266666666667,0.9,0.55
0.39858755555555553,0.9,0.6000000000000001
0.41215555555555555,0.9,0.65
0.4233751111111111,0.9,0.7000000000000001
0.4338631111111111,0.9,0.75
0.4436071111111111,0.9,0.8
0.45163777777777775,0.9,0.8500000000000001
0.4597751111111111,0.9,0.9
0.46691688888888894,0.9,0.9500000000000001
0.4734604444444444,0.9,1.0
0.0,0.9500000000000001,0.0
0.0,0.9500000000000001,0.05
0.11403955555555556,0.9500000000000001,0.1
0.167824,0.9500000000000001,0.15000000000000002
0.2141702222222222,0.9500000000000001,0.2
0.2518991111111111,0.9500000000000001,0.25
0.28502,0.9500000000000001,0.30000000000000004
0.31304044444444445,0.9500000000000001,0.35000000000000003
0.337024,0.9500000000000001,0.4
0.3571457777777778,0.9500000000000001,0.45
0.3752368888888889,0.9500000000000001,0.5
0.39225377777777776,0.9500000000000001,0.55
0.4061084444444445,0.9500000000000001,0.6000000000000001
0.418804,0.9500000000000001,0.65
0.4306137777777778,0.9500000000000001,0.7000000000000001
0.44113955555555556,0.9500000000000001,0.75
0.45083644444444443,0.9500000000000001,0.8
0.4588706666666667,0.9500000000000001,0.8500000000000001
0.46749111111111114,0.9500000000000001,0.9
0.4752617777777777,0.9500000000000001,0.9500000000000001
0.48163199999999995,0.9500000000000001,1.0
0.0,1.0,0.0
0.0,1.0,0.05
0.11634177777777777,1.0,0.1
0.17009288888888888,1.0,0.15000000000000002
0.21724444444444443,1.0,0.2
0.25599866666666665,1.0,0.25
0.28917688888888887,1.0,0.30000000000000004
0.31778666666666666,1.0,0.35000000000000003
0.34187555555555554,1.0,0.4
0.3623484444444444,1.0,0.45
0.3815488888888889,1.0,0.5
0.3970146666666666,1.0,0.55
0.41219866666666666,1.0,0.6000000000000001
0.42530888888888885,1.0,0.65
0.4371333333333333,1.0,0.7000000000000001
0.4479275555555556,1.0,0.75
0.45763466666666663,1.0,0.8
0.4670928888888889,1.0,0.8500000000000001
0.474504,1.0,0.9
0.4821755555555555,1.0,0.9500000000000001
0.4890368888888889,1.0,1.0
