scaled_infected_var,p1,p3
0.0,0.0,0.0
0.0,0.0,0.05
0.0,0.0,0.1
0.0,0.0,0.15000000000000002
0.0,0.0,0.2
0.0,0.0,0.25
0.0,0.0,0.30000000000000004
0.0,0.0,0.35000000000000003
0.0,0.0,0.4
0.0,0.0,0.45
0.0,0.0,0.5
0.0,0.0,0.55
0.0,0.0,0.6000000000000001
0.0,0.0,0.65
0.0,0.0,0.7000000000000001
0.0,0.0,0.75
0.0,0.0,0.8
0.0,0.0,0.8500000000000001
0.0,0.0,0.9
0.0,0.0,0.9500000000000001
0.0,0.0,1.0
0.0,0.05,0.0
0.0,0.05,0.05
0.0,0.05,0.1
0.0,0.05,0.15000000000000002
0.0,0.05,0.2
0.0,0.05,0.25
0.0,0.05,0.30000000000000004
0.0,0.05,0.35000000000000003
0.0,0.05,0.4
0.0,0.05,0.45
0.0,0.05,0.5
0.0,0.05,0.55
0.0,0.05,0.6000000000000001
0.0,0.05,0.65
0.0,0.05,0.7000000000000001
0.0,0.05,0.75
0.0,0.05,0.8
0.0,0.05,0.8500000000000001
0.0,0.05,0.9
0.0,0.05,0.9500000000000001
0.0,0.05,1.0
0.0,0.1,0.0
0.0,0.1,0.05
0.0,0.1,0.1
0.0,0.1,0.15000000000000002
0.0,0.1,0.2
0.0,0.1,0.25
0.0,0.1,0.30000000000000004
0.0,0.1,0.35000000000000003
0.0,0.1,0.4
0.0,0.1,0.45
0.0,0.1,0.5
0.0,0.1,0.55
0.0,0.1,0.6000000000000001
0.0,0.1,0.65
0.0,0.1,0.7000000000000001
0.0,0.1,0.75
0.0,0.1,0.8
0.0,0.1,0.8500000000000001
0.0,0.1,0.9
0.0,0.1,0.9500000000000001
0.0,0.1,1.0
0.0,0.15000000000000002,0.0
0.0,0.15000000000000002,0.05
0.0,0.15000000000000002,0.1
0.0,0.15000000000000002,0.15000000000000002
0.0,0.15000000000000002,0.2
0.0,0.15000000000000002,0.25
0.0,0.15000000000000002,0.30000000000000004
0.0,0.15000000000000002,0.35000000000000003
0.0,0.15000000000000002,0.4
0.0,0.15000000000000002,0.45
0.0,0.15000000000000002,0.5
0.0,0.15000000000000002,0.55
0.0,0.15000000000000002,0.6000000000000001
0.0,0.15000000000000002,0.65
0.0,0.15000000000000002,0.7000000000000001
0.0,0.15000000000000002,0.75
0.0,0.15000000000000002,0.8
0.0,0.15000000000000002,0.8500000000000001
0.0,0.15000000000000002,0.9
0.0,0.15000000000000002,0.9500000000000001
0.0,0.15000000000000002,1.0
0.0,0.2,0.0
0.0,0.2,0.05
0.0,0.2,0.1
0.0,0.2,0.15000000000000002
0.0,0.2,0.2
0.0,0.2,0.25
0.0,0.2,0.30000000000000004
0.0,0.2,0.35000000000000003
0.0,0.2,0.4
0.0,0.2,0.45
0.0,0.2,0.5
0.0,0.2,0.55
0.0,0.2,0.6000000000000001
0.0,0.2,0.65
0.0,0.2,0.7000000000000001
0.0,0.2,0.75
0.0,0.2,0.8
0.0,0.2,0.8500000000000001
0.0,0.2,0.9
0.0,0.2,0.9500000000000001
0.0,0.2,1.0
0.0,0.25,0.0
0.0,0.25,0.05
0.0,0.25,0.1
0.0,0.25,0.15000000000000002
0.0,0.25,0.2
0.0,0.25,0.25
0.0,0.25,0.30000000000000004
0.00815651555555556,0.25,0.35000000000000003
0.0,0.25,0.4
0.0,0.25,0.45
0.0,0.25,0.5
0.007248614320987659,0.25,0.55
0.040706435061728385,0.25,0.6000000000000001
0.03308148691358024,0.25,0.65
0.023867731358024696,0.25,0.7000000000000001
0.36736414024691355,0.25,0.75
0.07844097580246916,0.25,0.8
0.47726628098765433,0.25,0.8500000000000001
0.3029236439506173,0.25,0.9
0.52395687654321,0.25,0.9500000000000001
0.29575099061728394,0.25,1.0
0.0,0.30000000000000004,0.0
0.0,0.30000000000000004,0.05
0.0,0.30000000000000004,0.1
0.0,0.30000000000000004,0.15000000000000002
0.008809728395061731,0.30000000000000004,0.2
0.7492330720987654,0.30000000000000004,0.25
0.7055942177777778,0.30000000000000004,0.30000000000000004
0.4892000844444444,0.30000000000000004,0.35000000000000003
0.6174647822222223,0.30000000000000004,0.4
0.5548693155555555,0.30000000000000004,0.45
0.6119832943209876,0.30000000000000004,0.5
0.5759238888888889,0.30000000000000004,0.55
0.5137427832098765,0.30000000000000004,0.6000000000000001
0.4439341728395062,0.30000000000000004,0.65
0.5727573155555555,0.30000000000000004,0.7000000000000001
0.5986802622222223,0.30000000000000004,0.75
0.5684932622222222,0.30000000000000004,0.8
0.5449847283950617,0.30000000000000004,0.8500000000000001
0.5821363609876544,0.30000000000000004,0.9
0.4983543624691358,0.30000000000000004,0.9500000000000001
0.5146087995061728,0.30000000000000004,1.0
0.0,0.35000000000000003,0.0
0.0,0.35000000000000003,0.05
0.044183626666666656,0.35000000000000003,0.1
0.3649190735802469,0.35000000000000003,0.15000000000000002
0.47951240691358027,0.35000000000000003,0.2
0.4662866543209877,0.35000000000000003,0.25
0.4895487777777777,0.35000000000000003,0.30000000000000004
0.4550423955555555,0.35000000000000003,0.35000000000000003
0.488044627654321,0.35000000000000003,0.4
0.4454021111111111,0.35000000000000003,0.45
0.46449793777777776,0.35000000000000003,0.5
0.4194711328395062,0.35000000000000003,0.55
0.45762444444444444,0.35000000000000003,0.6000000000000001
0.38373815111111115,0.35000000000000003,0.65
0.42165176246913577,0.35000000000000003,0.7000000000000001
0.44220242172839497,0.35000000000000003,0.75
0.48091969333333334,0.35000000000000003,0.8
0.400141384691358,0.35000000000000003,0.8500000000000001
0.4714007402469135,0.35000000000000003,0.9
0.48265955555555556,0.35000000000000003,0.9500000000000001
0.48326001777777783,0.35000000000000003,1.0
0.0,0.4,0.0
0.0,0.4,0.05
0.472275098765432,0.4,0.1
0.6289444622222222,0.4,0.15000000000000002
0.4751604202469136,0.4,0.2
0.5201376172839507,0.4,0.25
0.4827316795061728,0.4,0.30000000000000004
0.4419313950617284,0.4,0.35000000000000003
0.4265025832098765,0.4,0.4
0.49842757728395065,0.4,0.45
0.4563612839506173,0.4,0.5
0.43251153777777773,0.4,0.55
0.41056044,0.4,0.6000000000000001
0.40430329432098766,0.4,0.65
0.38863066617283953,0.4,0.7000000000000001
0.39906544,0.4,0.75
0.4240496711111111,0.4,0.8
0.40347544246913575,0.4,0.8500000000000001
0.4107119066666666,0.4,0.9
0.4151099377777778,0.4,0.9500000000000001
0.4138437624691359,0.4,1.0
0.0,0.45,0.0
0.0,0.45,0.05
0.655481953580247,0.45,0.1
0.5879387535802469,0.45,0.15000000000000002
0.5081508266666666,0.45,0.2
0.42380191358024705,0.45,0.25
0.41824026469135805,0.45,0.30000000000000004
0.4137401402469136,0.45,0.35000000000000003
0.4207881955555556,0.45,0.4
0.4215323772839506,0.45,0.45
0.37562158024691356,0.45,0.5
0.38167377580246914,0.45,0.55
0.43225365135802474,0.45,0.6000000000000001
0.3766828622222222,0.45,0.65
0.43343726222222223,0.45,0.7000000000000001
0.4123399758024691,0.45,0.75
0.3695631111111111,0.45,0.8
0.3780395155555555,0.45,0.8500000000000001
0.36621760543209875,0.45,0.9
0.3480254711111111,0.45,0.9500000000000001
0.39200004888888895,0.45,1.0
0.0,0.5,0.0
0.0,0.5,0.05
0.6284584943209877,0.5,0.1
0.6032112844444445,0.5,0.15000000000000002
0.4878438933333334,0.5,0.2
0.4740346172839507,0.5,0.25
0.4559247777777778,0.5,0.30000000000000004
0.42566689333333324,0.5,0.35000000000000003
0.43313182172839504,0.5,0.4
0.41280546913580246,0.5,0.45
0.4322497283950617,0.5,0.5
0.37676328444444446,0.5,0.55
0.42629548839506176,0.5,0.6000000000000001
0.421364,0.5,0.65
0.36241155358024696,0.5,0.7000000000000001
0.37256499950617283,0.5,0.75
0.40895585728395056,0.5,0.8
0.36336112395061726,0.5,0.8500000000000001
0.37709928839506174,0.5,0.9
0.395899,0.5,0.9500000000000001
0.361676987654321,0.5,1.0
0.0,0.55,0.0
0.0,0.55,0.05
0.6019822222222222,0.55,0.1
0.4992127777777778,0.55,0.15000000000000002
0.5028344217283951,0.55,0.2
0.466300098765432,0.55,0.25
0.5073898958024691,0.55,0.30000000000000004
0.40071677777777776,0.55,0.35000000000000003
0.41918123999999995,0.55,0.4
0.37799954320987655,0.55,0.45
0.39673543506172837,0.55,0.5
0.404035110617284,0.55,0.55
0.3677646869135802,0.55,0.6000000000000001
0.3928155550617284,0.55,0.65
0.3747924202469136,0.55,0.7000000000000001
0.38818248839506175,0.55,0.75
0.3835683609876543,0.55,0.8
0.3676827377777778,0.55,0.8500000000000001
0.3606711822222223,0.55,0.9
0.3537553461728395,0.55,0.9500000000000001
0.37985430320987656,0.55,1.0
0.0,0.6000000000000001,0.0
0.7412847698765432,0.6000000000000001,0.05
0.6276439995061728,0.6000000000000001,0.1
0.5785165254320987,0.6000000000000001,0.15000000000000002
0.5589213017283949,0.6000000000000001,0.2
0.46952862172839505,0.6000000000000001,0.25
0.38887753876543213,0.6000000000000001,0.30000000000000004
0.415811027654321,0.6000000000000001,0.35000000000000003
0.4117056172839506,0.6000000000000001,0.4
0.40475415506172846,0.6000000000000001,0.45
0.3723686913580247,0.6000000000000001,0.5
0.3911890622222222,0.6000000000000001,0.55
0.3761545461728395,0.6000000000000001,0.6000000000000001
0.35724242172839504,0.6000000000000001,0.65
0.3287137066666667,0.6000000000000001,0.7000000000000001
0.35472044395061725,0.6000000000000001,0.75
0.333041913580247,0.6000000000000001,0.8
0.37720987654320987,0.6000000000000001,0.8500000000000001
0.3385765155555555,0.6000000000000001,0.9
0.3607238735802469,0.6000000000000001,0.9500000000000001
0.3457964424691359,0.6000000000000001,1.0
0.0,0.65,0.0
0.7602511461728395,0.65,0.05
0.7232064844444445,0.65,0.1
0.5175154488888889,0.65,0.15000000000000002
0.4645742222222222,0.65,0.2
0.4335058054320988,0.65,0.25
0.4433066666666667,0.65,0.30000000000000004
0.43574254617283953,0.65,0.35000000000000003
0.3793175402469136,0.65,0.4
0.4065206177777778,0.65,0.45
0.38943835802469134,0.65,0.5
0.4056565387654321,0.65,0.55
0.37879384246913583,0.65,0.6000000000000001
0.3731313580246914,0.65,0.65
0.33973202765432103,0.65,0.7000000000000001
0.37067468444444446,0.65,0.75
0.30521004,0.65,0.8
0.3712108735802469,0.65,0.8500000000000001
0.3257111683950617,0.65,0.9
0.31271706222222223,0.65,0.9500000000000001
0.3275493333333333,0.65,1.0
0.0,0.7000000000000001,0.0
0.0,0.7000000000000001,0.05
0.6730985733333333,0.7000000000000001,0.1
0.53124396,0.7000000000000001,0.15000000000000002
0.45542014024691363,0.7000000000000001,0.2
0.501089024691358,0.7000000000000001,0.25
0.4088041733333333,0.7000000000000001,0.30000000000000004
0.44676988839506176,0.7000000000000001,0.35000000000000003
0.3817134044444444,0.7000000000000001,0.4
0.3861631091358025,0.7000000000000001,0.45
0.3287147155555556,0.7000000000000001,0.5
0.36999599555555557,0.7000000000000001,0.55
0.34100498765432097,0.7000000000000001,0.6000000000000001
0.35607348691358026,0.7000000000000001,0.65
0.3881306587654321,0.7000000000000001,0.7000000000000001
0.338892827654321,0.7000000000000001,0.75
0.3738983209876543,0.7000000000000001,0.8
0.3155322469135802,0.7000000000000001,0.8500000000000001
0.3594968809876543,0.7000000000000001,0.9
0.3149996143209876,0.7000000000000001,0.9500000000000001
0.3335847995061728,0.7000000000000001,1.0
0.0,0.75,0.0
1.717762802469136,0.75,0.05
0.684126073580247,0.75,0.1
0.5304911288888889,0.75,0.15000000000000002
0.4521973313580247,0.75,0.2
0.48340719950617295,0.75,0.25
0.40093030320987655,0.75,0.30000000000000004
0.40732079802469134,0.75,0.35000000000000003
0.40195099802469136,0.75,0.4
0.37092097580246924,0.75,0.45
0.3738206795061728,0.75,0.5
0.3850437980246914,0.75,0.55
0.3637398888888889,0.75,0.6000000000000001
0.34241748691358026,0.75,0.65
0.38871717283950613,0.75,0.7000000000000001
0.36147482666666664,0.75,0.75
0.3328975066666667,0.75,0.8
0.35164862172839506,0.75,0.8500000000000001
0.29644648839506166,0.75,0.9
0.30930705135802466,0.75,0.9500000000000001
0.33225544888888886,0.75,1.0
0.0,0.8,0.0
1.599601390617284,0.8,0.05
0.6164076069135803,0.8,0.1
0.5550869135802469,0.8,0.15000000000000002
0.48966564888888886,0.8,0.2
0.4545240177777778,0.8,0.25
0.4298326795061728,0.8,0.30000000000000004
0.3692930622222222,0.8,0.35000000000000003
0.3442745535802469,0.8,0.4
0.359717064691358,0.8,0.45
0.40282485876543206,0.8,0.5
0.3646306844444444,0.8,0.55
0.3658384291358025,0.8,0.6000000000000001
0.36998076987654316,0.8,0.65
0.3271726869135802,0.8,0.7000000000000001
0.3313078888888889,0.8,0.75
0.32907941283950615,0.8,0.8
0.32568712888888884,0.8,0.8500000000000001
0.31175173283950613,0.8,0.9
0.28405258024691354,0.8,0.9500000000000001
0.3289746543209876,0.8,1.0
0.0,0.8500000000000001,0.0
2.2459855980246908,0.8500000000000001,0.05
0.734600858765432,0.8500000000000001,0.1
0.4627230735802469,0.8500000000000001,0.15000000000000002
0.453769671111111,0.8500000000000001,0.2
0.4258308720987654,0.8500000000000001,0.25
0.3974437980246913,0.8500000000000001,0.30000000000000004
0.3667330266666667,0.8500000000000001,0.35000000000000003
0.3745154622222222,0.8500000000000001,0.4
0.37237966222222224,0.8500000000000001,0.45
0.3794106365432099,0.8500000000000001,0.5
0.3665717387654321,0.8500000000000001,0.55
0.35294596098765435,0.8500000000000001,0.6000000000000001
0.36516411802469134,0.8500000000000001,0.65
0.3190144809876543,0.8500000000000001,0.7000000000000001
0.31511020444444443,0.8500000000000001,0.75
0.34058858469135805,0.8500000000000001,0.8
0.3222006439506173,0.8500000000000001,0.8500000000000001
0.32684698469135803,0.8500000000000001,0.9
0.3105241995061728,0.8500000000000001,0.9500000000000001
0.3111021683950617,0.8500000000000001,1.0
0.0,0.9,0.0
1.4092502044444444,0.9,0.05
0.7421273772839507,0.9,0.1
0.484897947654321,0.9,0.15000000000000002
0.437166227654321,0.9,0.2
0.42527682913580245,0.9,0.25
0.42578113580246907,0.9,0.30000000000000004
0.3847043535802469,0.9,0.35000000000000003
0.37724236,0.9,0.4
0.34504604987654314,0.9,0.45
0.36296559950617285,0.9,0.5
0.3183238888888889,0.9,0.55
0.3608631683950618,0.9,0.6000000000000001
0.3314986172839507,0.9,0.65
0.3560513402469136,0.9,0.7000000000000001
0.32943759802469136,0.9,0.75
0.34948787358024697,0.9,0.8
0.30665287654320983,0.9,0.8500000000000001
0.31901667358024693,0.9,0.9
0.3606436202469136,0.9,0.9500000000000001
0.29763842172839505,0.9,1.0
0.0,0.9500000000000001,0.0
0.0,0.9500000000000001,0.05
0.7328107550617284,0.9500000000000001,0.1
0.5480283377777778,0.9500000000000001,0.15000000000000002
0.5095920054320987,0.9500000000000001,0.2
0.42170299802469136,0.9500000000000001,0.25
0.42118522222222216,0.9500000000000001,0.30000000000000004
0.4430452439506172,0.9500000000000001,0.35000000000000003
0.41176967111111107,0.9500000000000001,0.4
0.3885819832098765,0.9500000000000001,0.45
0.370971264691358,0.9500000000000001,0.5
0.3596554365432099,0.9500000000000001,0.55
0.340201710617284,0.9500000000000001,0.6000000000000001
0.3303968488888889,0.9500000000000001,0.65
0.3220390809876543,0.9500000000000001,0.7000000000000001
0.33601042172839507,0.9500000000000001,0.75
0.29417890172839506,0.9500000000000001,0.8
0.33640484888888894,0.9500000000000001,0.8500000000000001
0.30059035802469136,0.9500000000000001,0.9
0.3026860143209876,0.9500000000000001,0.9500000000000001
0.2872116622222223,0.9500000000000001,1.0
0.0,1.0,0.0
0.0,1.0,0.05
0.7930541920987654,1.0,0.1
0.5260553180246914,1.0,0.15000000000000002
0.41023772839506173,1.0,0.2
0.39856488444444443,1.0,0.25
0.4040502202469135,1.0,0.30000000000000004
0.35300177777777775,1.0,0.35000000000000003
0.39326083950617274,1.0,0.4
0.3561275772839506,1.0,0.45
0.3382783580246914,1.0,0.5
0.3519030177777778,1.0,0.55
0.3347391066666667,1.0,0.6000000000000001
0.31012991358024694,1.0,0.65
0.3236742222222222,1.0,0.7000000000000001
0.3572024350617284,1.0,0.75
0.3358103288888889,1.0,0.8
0.29685354024691357,1.0,0.8500000000000001
0.2958956266666667,1.0,0.9
0.332846950617284,1.0,0.9500000000000001
0.33856948691358024,1.0,1.0
